Time\ information,r2_1_100,Time\ infoAddUp,r2_1_100,Time\ entropy,r2_1_100
5110,0.0,5110,7875.40853465317,5110,0.4204467043008979
5120,0.0,5120,7875.40853465317,5120,0.4204467043008979
5130,0.0,5130,7879.120809500192,5130,0.41712872440362947
5140,0.0,5140,7879.120809500192,5140,0.41712872440362947
5150,0.0,5150,7882.847567197385,5150,0.4137973042311903
5160,0.0,5160,7882.847567197385,5160,0.4137973042311903
5170,0.0,5170,7882.847567197385,5170,0.4137973042311903
5180,0.0,5180,7886.588982001765,5180,0.4104522859346647
5190,0.0,5190,7890.345232063832,5190,0.40709350810893485
5200,0.0,5200,7890.345232063832,5200,0.40709350810893485
5210,0.0,5210,7890.345232063832,5210,0.40709350810893485
5220,0.0,5220,7890.345232063832,5220,0.40709350810893485
5230,0.0,5230,7890.345232063832,5230,0.40709350810893485
5240,0.0,5240,7890.345232063832,5240,0.40709350810893485
5250,0.0,5250,7890.345232063832,5250,0.40709350810893485
5260,0.0,5260,7894.116499559557,5260,0.4037208056713423
5270,0.0,5270,7897.902970828407,5270,0.4003340097349057
5280,0.0,5280,7901.704836517744,5280,0.3969329474754655
5290,0.0,5290,7901.704836517744,5290,0.3969329474754655
5300,0.0,5300,7901.704836517744,5300,0.3969329474754655
5310,0.0,5310,7905.5222917339925,5310,0.3935174419927124
5320,0.0,5320,7909.355536200952,5320,0.390087312164545
5330,0.0,5330,7909.355536200952,5330,0.390087312164545
5340,0.0,5340,7909.355536200952,5340,0.390087312164545
5350,0.0,5350,7909.355536200952,5350,0.390087312164545
5360,0.0,5360,7909.355536200952,5360,0.390087312164545
5370,3.849238224749084,5370,7913.204774425701,5370,0.390087312164545
5380,0.0,5380,7913.204774425701,5380,0.3866423724943615
5390,0.0,5390,7917.070215872543,5390,0.3831824329510279
5400,0.0,5400,7924.850572179805,5400,0.376216770430849
5410,0.0,5410,7924.850572179805,5410,0.376216770430849
5420,0.0,5420,7928.7659324432125,5420,0.3727106431640568
5430,0.0,5430,7928.7659324432125,5430,0.3727106431640568
5440,0.0,5440,7932.698387147322,5440,0.3691887070640164
5450,0.0,5450,7936.648173469991,5450,0.3656507467300659
5460,3.9673613193184685,5460,7940.615534789309,5460,0.3656507467300659
5470,4.00326749294636,5470,7948.603988422925,5470,0.3585258631303893
5480,0.0,5480,7948.603988422925,5480,0.35493847974173537
5490,0.0,5490,7948.603988422925,5490,0.35493847974173537
5500,0.0,5500,7948.603988422925,5500,0.35493847974173537
5510,0.0,5510,7952.625600779035,5510,0.3513341513810182
5520,0.0,5520,7956.665828778005,5520,0.34771263184727463
5530,0.0,5530,7956.665828778005,5530,0.34771263184727463
5540,4.059121995333587,5540,7960.724950773339,5540,0.34771263184727463
5550,0.0,5550,7960.724950773339,5550,0.3440736679913543
5560,0.0,5560,7960.724950773339,5560,0.3440736679913543
5570,0.0,5570,7968.901029988596,5570,0.3367423581707126
5580,4.158056002699902,5580,7981.314285454343,5580,0.32933804599942684
5590,0.0,5590,7981.314285454343,5590,0.32560779825128505
5600,0.0,5600,7981.314285454343,5600,0.32560779825128505
5610,0.0,5610,7985.493084051835,5610,0.32185842340759185
5620,0.0,5620,7989.692966779821,5620,0.31808961027739546
5630,4.243119139551502,5630,7998.157405070333,5630,0.31430103777480106
5640,0.0,5640,7998.157405070333,5640,0.3104923744399151
5650,0.0,5650,7998.157405070333,5650,0.3104923744399151
5660,0.0,5660,8007.632618874278,5660,0.30281339446736877
5670,0.0,5670,8007.632618874278,5670,0.30281339446736877
5680,0.0,5680,8011.943440575325,5680,0.29894235827330806
5690,0.0,5690,8016.277640822109,5690,0.29504979093127925
5700,0.0,5700,8016.277640822109,5700,0.29504979093127925
5710,0.0,5710,8016.277640822109,5710,0.29504979093127925
5720,0.0,5720,8016.277640822109,5720,0.29504979093127925
5730,0.0,5730,8020.635648570363,5730,0.29113530072947574
5740,0.0,5740,8025.017907960238,5740,0.28719848194664704
5750,0.0,5750,8033.857039132978,5750,0.27925616106213347
5760,0.0,5760,8038.314882812922,5760,0.2752497703017455
5770,0.0,5770,8038.314882812922,5770,0.2752497703017455
5780,0.0,5780,8038.314882812922,5780,0.2752497703017455
5790,0.0,5790,8047.309696047441,5790,0.26716417713029994
5800,0.0,5800,8047.309696047441,5800,0.26716417713029994
5810,0.0,5810,8047.309696047441,5810,0.26716417713029994
5820,0.0,5820,8051.847754075802,5820,0.26308397825090213
5830,0.0,5830,8051.847754075802,5830,0.26308397825090213
5840,0.0,5840,8056.413675202377,5840,0.2589781463938189
5850,0.0,5850,8061.008060453906,5850,0.25484613072307016
5860,0.0,5860,8061.008060453906,5860,0.25484613072307016
5870,0.0,5870,8065.631536165045,5870,0.2506873569346344
5880,0.0,5880,8065.631536165045,5880,0.2506873569346344
5890,0.0,5890,8065.631536165045,5890,0.2506873569346344
5900,0.0,5900,8070.284755611377,5900,0.2465012257251999
5910,0.0,5910,8074.968400786013,5910,0.2422871111247099
5920,0.0,5920,8074.968400786013,5920,0.2422871111247099
5930,0.0,5930,8079.683184335926,5930,0.2380443586772161
5940,4.779331627955957,5940,8089.209183304319,5940,0.23377228345249762
5950,0.0,5950,8089.209183304319,5950,0.22947016786811242
5960,0.0,5960,8094.021997335037,5960,0.22513725929892503
5970,0.0,5970,8098.869152289092,5970,0.22077276744741492
5980,0.0,5980,8108.670139811518,5980,0.21194566664257722
5990,0.0,5990,8118.619947101678,5990,0.20298167146974047
6000,0.0,6000,8118.619947101678,6000,0.20298167146974047
6010,0.0,6010,8123.653332636801,6010,0.19844586892492197
6020,0.0,6020,8123.653332636801,6020,0.19844586892492197
6030,0.0,6030,8123.653332636801,6030,0.19844586892492197
6040,0.0,6040,8123.653332636801,6040,0.19844586892492197
6050,0.0,6050,8123.653332636801,6050,0.19844586892492197
6060,0.0,6060,8123.653332636801,6060,0.19844586892492197
6070,0.0,6070,8123.653332636801,6070,0.19844586892492197
6080,0.0,6080,8123.653332636801,6080,0.19844586892492197
6090,0.0,6090,8123.653332636801,6090,0.19844586892492197
6100,0.0,6100,8128.72725553526,6100,0.1938727639212014
6110,0.0,6110,8128.72725553526,6110,0.1938727639212014
6120,0.0,6120,8128.72725553526,6120,0.1938727639212014
6130,0.0,6130,8128.72725553526,6130,0.1938727639212014
6140,0.0,6140,8128.72725553526,6140,0.1938727639212014
6150,0.0,6150,8128.72725553526,6150,0.1938727639212014
6160,0.0,6160,8128.72725553526,6160,0.1938727639212014
6170,0.0,6170,8128.72725553526,6170,0.1938727639212014
6180,0.0,6180,8128.72725553526,6180,0.1938727639212014
6190,0.0,6190,8128.72725553526,6190,0.1938727639212014
6200,0.0,6200,8128.72725553526,6200,0.1938727639212014
6210,0.0,6210,8139.001784574273,6210,0.18460995178203946
6220,0.0,6220,8139.001784574273,6220,0.18460995178203946
6230,0.0,6230,8139.001784574273,6230,0.18460995178203946
6240,0.0,6240,8139.001784574273,6240,0.18460995178203946
6250,0.0,6250,8144.205125740559,6250,0.1799177095100822
6260,0.0,6260,8149.4544899252905,6260,0.17518307956654208
6270,0.0,6270,8154.751481043175,6270,0.17040457121313837
6280,0.0,6280,8160.097815595807,6280,0.16558058711164336
6290,0.0,6290,8160.097815595807,6290,0.16558058711164336
6300,0.0,6300,8165.495334959018,6300,0.16070941146778137
6310,0.0,6310,8165.495334959018,6310,0.16070941146778137
6320,0.0,6320,8165.495334959018,6320,0.16070941146778137
6330,0.0,6330,8165.495334959018,6330,0.16070941146778137
6340,0.0,6340,8165.495334959018,6340,0.16070941146778137
6350,0.0,6350,8165.495334959018,6350,0.16070941146778137
6360,0.0,6360,8165.495334959018,6360,0.16070941146778137
6370,0.0,6370,8170.946019525941,6370,0.15578919634896188
6380,5.505985543985361,6380,8176.452005069926,6380,0.15578919634896188
6390,0.0,6390,8176.452005069926,6390,0.15081794580999403
6400,0.0,6400,8176.452005069926,6400,0.15081794580999403
6410,0.0,6410,8176.452005069926,6410,0.15081794580999403
6420,0.0,6420,8176.452005069926,6420,0.15081794580999403
6430,0.0,6430,8187.63931654278,6430,0.1407135002593028
6440,0.0,6440,8187.63931654278,6440,0.1407135002593028
6450,0.0,6450,8187.63931654278,6450,0.1407135002593028
6460,0.0,6460,8187.63931654278,6460,0.1407135002593028
6470,0.0,6470,8187.63931654278,6470,0.1407135002593028
6480,0.0,6480,8187.63931654278,6480,0.1407135002593028
6490,0.0,6490,8187.63931654278,6490,0.1407135002593028
6500,0.0,6500,8187.63931654278,6500,0.1407135002593028
6510,0.0,6510,8187.63931654278,6510,0.1407135002593028
6520,0.0,6520,8187.63931654278,6520,0.1407135002593028
6530,0.0,6530,8187.63931654278,6530,0.1407135002593028
6540,0.0,6540,8187.63931654278,6540,0.1407135002593028
6550,0.0,6550,8187.63931654278,6550,0.1407135002593028
6560,0.0,6560,8187.63931654278,6560,0.1407135002593028
6570,0.0,6570,8187.63931654278,6570,0.1407135002593028
6580,0.0,6580,8193.325879178026,6580,0.13557538971446345
6590,0.0,6590,8193.325879178026,6590,0.13557538971446345
6600,0.0,6600,8193.325879178026,6600,0.13557538971446345
6610,0.0,6610,8193.325879178026,6610,0.13557538971446345
6620,0.0,6620,8199.07827357385,6620,0.13037635635496675
6630,0.0,6630,8199.07827357385,6630,0.13037635635496675
6640,0.0,6640,8199.07827357385,6640,0.13037635635496675
6650,0.0,6650,8199.07827357385,6650,0.13037635635496675
6660,0.0,6660,8199.07827357385,6660,0.13037635635496675
6670,0.0,6670,8199.07827357385,6670,0.13037635635496675
6680,0.0,6680,8199.07827357385,6680,0.13037635635496675
6690,0.0,6690,8199.07827357385,6690,0.13037635635496675
6700,0.0,6700,8199.07827357385,6700,0.13037635635496675
6710,5.821501317442117,6710,8204.899774891292,6710,0.13037635635496675
6720,0.0,6720,8204.899774891292,6720,0.1251133094337047
6730,0.0,6730,8204.899774891292,6730,0.1251133094337047
6740,0.0,6740,8204.899774891292,6740,0.1251133094337047
6750,0.0,6750,8204.899774891292,6750,0.1251133094337047
6760,0.0,6760,8204.899774891292,6760,0.1251133094337047
6770,0.0,6770,8204.899774891292,6770,0.1251133094337047
6780,0.0,6780,8204.899774891292,6780,0.1251133094337047
6790,0.0,6790,8204.899774891292,6790,0.1251133094337047
6800,0.0,6800,8210.793994412908,6800,0.11978283232979378
6810,0.0,6810,8210.793994412908,6810,0.11978283232979378
6820,0.0,6820,8216.764934098264,6820,0.11438112812809885
6830,0.0,6830,8222.817053624556,6830,0.1089039523601023
6840,0.0,6840,8222.817053624556,6840,0.1089039523601023
6850,0.0,6850,8222.817053624556,6850,0.1089039523601023
6860,0.0,6860,8222.817053624556,6860,0.1089039523601023
6870,0.0,6870,8228.95535370185,6870,0.10334652888014213
6880,0.0,6880,8228.95535370185,6880,0.10334652888014213
6890,0.0,6890,8228.95535370185,6890,0.10334652888014213
6900,0.0,6900,8228.95535370185,6900,0.10334652888014213
6910,0.0,6910,8228.95535370185,6910,0.10334652888014213
6920,0.0,6920,8228.95535370185,6920,0.10334652888014213
6930,0.0,6930,8228.95535370185,6930,0.10334652888014213
6940,0.0,6940,8228.95535370185,6940,0.10334652888014213
6950,0.0,6950,8228.95535370185,6950,0.10334652888014213
6960,0.0,6960,8228.95535370185,6960,0.10334652888014213
6970,0.0,6970,8235.18548092229,6970,0.09770344323361954
6980,0.0,6980,8235.18548092229,6980,0.09770344323361954
6990,0.0,6990,8235.18548092229,6990,0.09770344323361954
7000,0.0,7000,8235.18548092229,7000,0.09770344323361954
7010,0.0,7010,8235.18548092229,7010,0.09770344323361954
7020,0.0,7020,8241.513861584042,7020,0.09196850544300941
7030,0.0,7030,8241.513861584042,7030,0.09196850544300941
7040,0.0,7040,8247.947875246478,7040,0.086134570389505
7050,0.0,7050,8247.947875246478,7050,0.086134570389505
7060,0.0,7060,8247.947875246478,7060,0.086134570389505
7070,0.0,7070,8247.947875246478,7070,0.086134570389505
7080,0.0,7080,8247.947875246478,7080,0.086134570389505
7090,0.0,7090,8247.947875246478,7090,0.086134570389505
7100,0.0,7100,8247.947875246478,7100,0.086134570389505
7110,0.0,7110,8247.947875246478,7110,0.086134570389505
7120,0.0,7120,8247.947875246478,7120,0.086134570389505
7130,0.0,7130,8247.947875246478,7130,0.086134570389505
7140,0.0,7140,8247.947875246478,7140,0.086134570389505
7150,0.0,7150,8247.947875246478,7150,0.086134570389505
7160,0.0,7160,8247.947875246478,7160,0.086134570389505
7170,0.0,7170,8247.947875246478,7170,0.086134570389505
7180,0.0,7180,8247.947875246478,7180,0.086134570389505
7190,0.0,7190,8247.947875246478,7190,0.086134570389505
7200,0.0,7200,8247.947875246478,7200,0.086134570389505
7210,0.0,7210,8247.947875246478,7210,0.086134570389505
7220,0.0,7220,8247.947875246478,7220,0.086134570389505
7230,0.0,7230,8247.947875246478,7230,0.086134570389505
7240,0.0,7240,8247.947875246478,7240,0.086134570389505
7250,0.0,7250,8247.947875246478,7250,0.086134570389505
7260,0.0,7260,8247.947875246478,7260,0.086134570389505
7270,0.0,7270,8247.947875246478,7270,0.086134570389505
7280,0.0,7280,8247.947875246478,7280,0.086134570389505
7290,0.0,7290,8247.947875246478,7290,0.086134570389505
7300,0.0,7300,8254.496083952108,7300,0.08019329801764045
7310,0.0,7310,8254.496083952108,7310,0.08019329801764045
7320,0.0,7320,8254.496083952108,7320,0.08019329801764045
7330,0.0,7330,8254.496083952108,7330,0.08019329801764045
7340,0.0,7340,8254.496083952108,7340,0.08019329801764045
7350,0.0,7350,8254.496083952108,7350,0.08019329801764045
7360,0.0,7360,8254.496083952108,7360,0.08019329801764045
7370,0.0,7370,8254.496083952108,7370,0.08019329801764045
7380,0.0,7380,8254.496083952108,7380,0.08019329801764045
7390,0.0,7390,8254.496083952108,7390,0.08019329801764045
7400,0.0,7400,8254.496083952108,7400,0.08019329801764045
7410,0.0,7410,8254.496083952108,7410,0.08019329801764045
7420,0.0,7420,8254.496083952108,7420,0.08019329801764045
7430,0.0,7430,8254.496083952108,7430,0.08019329801764045
7440,0.0,7440,8254.496083952108,7440,0.08019329801764045
7450,0.0,7450,8254.496083952108,7450,0.08019329801764045
7460,0.0,7460,8261.168541394602,7460,0.07413482582012575
7470,0.0,7470,8261.168541394602,7470,0.07413482582012575
7480,0.0,7480,8261.168541394602,7480,0.07413482582012575
7490,0.0,7490,8267.977220244631,7490,0.06794730938054411
7500,0.0,7500,8267.977220244631,7500,0.06794730938054411
7510,0.0,7510,8267.977220244631,7510,0.06794730938054411
7520,0.0,7520,8267.977220244631,7520,0.06794730938054411
7530,0.0,7530,8267.977220244631,7530,0.06794730938054411
7540,0.0,7540,8267.977220244631,7540,0.06794730938054411
7550,0.0,7550,8267.977220244631,7550,0.06794730938054411
7560,0.0,7560,8267.977220244631,7560,0.06794730938054411
7570,0.0,7570,8267.977220244631,7570,0.06794730938054411
7580,0.0,7580,8267.977220244631,7580,0.06794730938054411
7590,0.0,7590,8274.936620100898,7590,0.06161625693722355
7600,0.0,7600,8274.936620100898,7600,0.06161625693722355
7610,0.0,7610,8274.936620100898,7610,0.06161625693722355
7620,0.0,7620,8274.936620100898,7620,0.06161625693722355
7630,0.0,7630,8274.936620100898,7630,0.06161625693722355
7640,0.0,7640,8274.936620100898,7640,0.06161625693722355
7650,0.0,7650,8274.936620100898,7650,0.06161625693722355
7660,0.0,7660,8274.936620100898,7660,0.06161625693722355
7670,0.0,7670,8274.936620100898,7670,0.06161625693722355
7680,0.0,7680,8274.936620100898,7680,0.06161625693722355
7690,0.0,7690,8274.936620100898,7690,0.06161625693722355
7700,0.0,7700,8274.936620100898,7700,0.06161625693722355
7710,0.0,7710,8274.936620100898,7710,0.06161625693722355
7720,0.0,7720,8274.936620100898,7720,0.06161625693722355
7730,0.0,7730,8274.936620100898,7730,0.06161625693722355
7740,0.0,7740,8274.936620100898,7740,0.06161625693722355
7750,7.128042799506865,7750,8282.064662900404,7750,0.06161625693722355
7760,0.0,7760,8282.064662900404,7760,0.05512352762836087
7770,0.0,7770,8282.064662900404,7770,0.05512352762836087
7780,0.0,7780,8282.064662900404,7780,0.05512352762836087
7790,0.0,7790,8282.064662900404,7790,0.05512352762836087
7800,0.0,7800,8282.064662900404,7800,0.05512352762836087
7810,0.0,7810,8282.064662900404,7810,0.05512352762836087
7820,0.0,7820,8282.064662900404,7820,0.05512352762836087
7830,0.0,7830,8289.384068748657,7830,0.04844574937314091
7840,0.0,7840,8289.384068748657,7840,0.04844574937314091
7850,0.0,7850,8289.384068748657,7850,0.04844574937314091
7860,0.0,7860,8289.384068748657,7860,0.04844574937314091
7870,0.0,7870,8289.384068748657,7870,0.04844574937314091
7880,0.0,7880,8289.384068748657,7880,0.04844574937314091
7890,0.0,7890,8289.384068748657,7890,0.04844574937314091
7900,0.0,7900,8289.384068748657,7900,0.04844574937314091
7910,0.0,7910,8289.384068748657,7910,0.04844574937314091
7920,0.0,7920,8289.384068748657,7920,0.04844574937314091
7930,0.0,7930,8289.384068748657,7930,0.04844574937314091
7940,0.0,7940,8289.384068748657,7940,0.04844574937314091
7950,0.0,7950,8289.384068748657,7950,0.04844574937314091
7960,0.0,7960,8289.384068748657,7960,0.04844574937314091
7970,0.0,7970,8296.924585018056,7970,0.041551662580838256
7980,0.0,7980,8296.924585018056,7980,0.041551662580838256
7990,0.0,7990,8296.924585018056,7990,0.041551662580838256
8000,0.0,8000,8296.924585018056,8000,0.041551662580838256
8010,0.0,8010,8296.924585018056,8010,0.041551662580838256
8020,0.0,8020,8304.726853722104,8020,0.034397284086144696
8030,0.0,8030,8304.726853722104,8030,0.034397284086144696
8040,0.0,8040,8304.726853722104,8040,0.034397284086144696
8050,0.0,8050,8304.726853722104,8050,0.034397284086144696
8060,0.0,8060,8304.726853722104,8060,0.034397284086144696
8070,0.0,8070,8304.726853722104,8070,0.034397284086144696
8080,0.0,8080,8304.726853722104,8080,0.034397284086144696
8090,0.0,8090,8304.726853722104,8090,0.034397284086144696
8100,0.0,8100,8304.726853722104,8100,0.034397284086144696
8110,0.0,8110,8304.726853722104,8110,0.034397284086144696
8120,0.0,8120,8304.726853722104,8120,0.034397284086144696
8130,0.0,8130,8304.726853722104,8130,0.034397284086144696
8140,0.0,8140,8304.726853722104,8140,0.034397284086144696
8150,0.0,8150,8304.726853722104,8150,0.034397284086144696
8160,0.0,8160,8304.726853722104,8160,0.034397284086144696
8170,0.0,8170,8304.726853722104,8170,0.034397284086144696
8180,0.0,8180,8304.726853722104,8180,0.034397284086144696
8190,0.0,8190,8304.726853722104,8190,0.034397284086144696
8200,0.0,8200,8304.726853722104,8200,0.034397284086144696
8210,0.0,8210,8304.726853722104,8210,0.034397284086144696
8220,0.0,8220,8304.726853722104,8220,0.034397284086144696
8230,0.0,8230,8304.726853722104,8230,0.034397284086144696
8240,0.0,8240,8304.726853722104,8240,0.034397284086144696
8250,0.0,8250,8304.726853722104,8250,0.034397284086144696
8260,0.0,8260,8304.726853722104,8260,0.034397284086144696
8270,0.0,8270,8304.726853722104,8270,0.034397284086144696
8280,0.0,8280,8304.726853722104,8280,0.034397284086144696
8290,0.0,8290,8304.726853722104,8290,0.034397284086144696
8300,0.0,8300,8312.849768578862,8300,0.026916047199215615
8310,0.0,8310,8312.849768578862,8310,0.026916047199215615
8320,0.0,8320,8312.849768578862,8320,0.026916047199215615
8330,0.0,8330,8312.849768578862,8330,0.026916047199215615
8340,0.0,8340,8312.849768578862,8340,0.026916047199215615
8350,0.0,8350,8312.849768578862,8350,0.026916047199215615
8360,0.0,8360,8312.849768578862,8360,0.026916047199215615
8370,0.0,8370,8312.849768578862,8370,0.026916047199215615
8380,0.0,8380,8312.849768578862,8380,0.026916047199215615
8390,0.0,8390,8312.849768578862,8390,0.026916047199215615
8400,0.0,8400,8312.849768578862,8400,0.026916047199215615
8410,0.0,8410,8312.849768578862,8410,0.026916047199215615
8420,0.0,8420,8312.849768578862,8420,0.026916047199215615
8430,0.0,8430,8312.849768578862,8430,0.026916047199215615
8440,0.0,8440,8312.849768578862,8440,0.026916047199215615
8450,0.0,8450,8312.849768578862,8450,0.026916047199215615
8460,0.0,8460,8312.849768578862,8460,0.026916047199215615
8470,0.0,8470,8312.849768578862,8470,0.026916047199215615
8480,0.0,8480,8312.849768578862,8480,0.026916047199215615
8490,0.0,8490,8312.849768578862,8490,0.026916047199215615
8500,0.0,8500,8312.849768578862,8500,0.026916047199215615
8510,0.0,8510,8312.849768578862,8510,0.026916047199215615
8520,0.0,8520,8312.849768578862,8520,0.026916047199215615
8530,0.0,8530,8321.386439021728,8530,0.018994924153105535
8540,0.0,8540,8321.386439021728,8540,0.018994924153105535
8550,0.0,8550,8321.386439021728,8550,0.018994924153105535
8560,0.0,8560,8321.386439021728,8560,0.018994924153105535
8570,0.0,8570,8321.386439021728,8570,0.018994924153105535
8580,0.0,8580,8321.386439021728,8580,0.018994924153105535
8590,0.0,8590,8321.386439021728,8590,0.018994924153105535
8600,0.0,8600,8321.386439021728,8600,0.018994924153105535
8610,0.0,8610,8321.386439021728,8610,0.018994924153105535
8620,0.0,8620,8321.386439021728,8620,0.018994924153105535
8630,0.0,8630,8321.386439021728,8630,0.018994924153105535
8640,0.0,8640,8321.386439021728,8640,0.018994924153105535
8650,0.0,8650,8321.386439021728,8650,0.018994924153105535
8660,0.0,8660,8321.386439021728,8660,0.018994924153105535
8670,0.0,8670,8321.386439021728,8670,0.018994924153105535
8680,0.0,8680,8321.386439021728,8680,0.018994924153105535
8690,0.0,8690,8321.386439021728,8690,0.018994924153105535
8700,0.0,8700,8321.386439021728,8700,0.018994924153105535
8710,0.0,8710,8321.386439021728,8710,0.018994924153105535
8720,0.0,8720,8321.386439021728,8720,0.018994924153105535
8730,0.0,8730,8321.386439021728,8730,0.018994924153105535
8740,0.0,8740,8321.386439021728,8740,0.018994924153105535
8750,0.0,8750,8321.386439021728,8750,0.018994924153105535
8760,0.0,8760,8321.386439021728,8760,0.018994924153105535
8770,0.0,8770,8321.386439021728,8770,0.018994924153105535
8780,0.0,8780,8321.386439021728,8780,0.018994924153105535
8790,0.0,8790,8321.386439021728,8790,0.018994924153105535
8800,0.0,8800,8321.386439021728,8800,0.018994924153105535
8810,0.0,8810,8321.386439021728,8810,0.018994924153105535
8820,0.0,8820,8321.386439021728,8820,0.018994924153105535
8830,0.0,8830,8321.386439021728,8830,0.018994924153105535
8840,0.0,8840,8321.386439021728,8840,0.018994924153105535
8850,0.0,8850,8321.386439021728,8850,0.018994924153105535
8860,0.0,8860,8321.386439021728,8860,0.018994924153105535
8870,0.0,8870,8321.386439021728,8870,0.018994924153105535
8880,0.0,8880,8321.386439021728,8880,0.018994924153105535
8890,0.0,8890,8321.386439021728,8890,0.018994924153105535
8900,0.0,8900,8321.386439021728,8900,0.018994924153105535
8910,0.0,8910,8321.386439021728,8910,0.018994924153105535
8920,0.0,8920,8321.386439021728,8920,0.018994924153105535
8930,0.0,8930,8321.386439021728,8930,0.018994924153105535
8940,0.0,8940,8321.386439021728,8940,0.018994924153105535
8950,0.0,8950,8321.386439021728,8950,0.018994924153105535
8960,0.0,8960,8321.386439021728,8960,0.018994924153105535
8970,0.0,8970,8321.386439021728,8970,0.018994924153105535
8980,0.0,8980,8321.386439021728,8980,0.018994924153105535
8990,0.0,8990,8321.386439021728,8990,0.018994924153105535
9000,0.0,9000,8321.386439021728,9000,0.018994924153105535
9010,0.0,9010,8321.386439021728,9010,0.018994924153105535
9020,0.0,9020,8321.386439021728,9020,0.018994924153105535
9030,0.0,9030,8321.386439021728,9030,0.018994924153105535
9040,0.0,9040,8321.386439021728,9040,0.018994924153105535
9050,0.0,9050,8321.386439021728,9050,0.018994924153105535
9060,0.0,9060,8321.386439021728,9060,0.018994924153105535
9070,0.0,9070,8321.386439021728,9070,0.018994924153105535
9080,0.0,9080,8321.386439021728,9080,0.018994924153105535
9090,0.0,9090,8321.386439021728,9090,0.018994924153105535
9100,0.0,9100,8321.386439021728,9100,0.018994924153105535
9110,0.0,9110,8321.386439021728,9110,0.018994924153105535
9120,0.0,9120,8321.386439021728,9120,0.018994924153105535
9130,0.0,9130,8321.386439021728,9130,0.018994924153105535
9140,0.0,9140,8321.386439021728,9140,0.018994924153105535
9150,0.0,9150,8321.386439021728,9150,0.018994924153105535
9160,0.0,9160,8321.386439021728,9160,0.018994924153105535
9170,0.0,9170,8321.386439021728,9170,0.018994924153105535
9180,0.0,9180,8321.386439021728,9180,0.018994924153105535
9190,0.0,9190,8321.386439021728,9190,0.018994924153105535
9200,0.0,9200,8321.386439021728,9200,0.018994924153105535
9210,0.0,9210,8321.386439021728,9210,0.018994924153105535
9220,0.0,9220,8321.386439021728,9220,0.018994924153105535
9230,0.0,9230,8321.386439021728,9230,0.018994924153105535
9240,0.0,9240,8321.386439021728,9240,0.018994924153105535
9250,0.0,9250,8321.386439021728,9250,0.018994924153105535
9260,0.0,9260,8330.506790081148,9260,0.010395763193319911
9270,0.0,9270,8330.506790081148,9270,0.010395763193319911
9280,0.0,9280,8330.506790081148,9280,0.010395763193319911
9290,0.0,9290,8330.506790081148,9290,0.010395763193319911
9300,0.0,9300,8330.506790081148,9300,0.010395763193319911
9310,0.0,9310,8330.506790081148,9310,0.010395763193319911
9320,0.0,9320,8330.506790081148,9320,0.010395763193319911
9330,0.0,9330,8330.506790081148,9330,0.010395763193319911
9340,0.0,9340,8330.506790081148,9340,0.010395763193319911
9350,0.0,9350,8330.506790081148,9350,0.010395763193319911
9360,0.0,9360,8330.506790081148,9360,0.010395763193319911
9370,0.0,9370,8330.506790081148,9370,0.010395763193319911
9380,0.0,9380,8330.506790081148,9380,0.010395763193319911
9390,0.0,9390,8330.506790081148,9390,0.010395763193319911
9400,0.0,9400,8330.506790081148,9400,0.010395763193319911
9410,0.0,9410,8330.506790081148,9410,0.010395763193319911
9420,0.0,9420,8330.506790081148,9420,0.010395763193319911
9430,0.0,9430,8330.506790081148,9430,0.010395763193319911
9440,0.0,9440,8330.506790081148,9440,0.010395763193319911
9450,0.0,9450,8330.506790081148,9450,0.010395763193319911
9460,0.0,9460,8330.506790081148,9460,0.010395763193319911
9470,0.0,9470,8330.506790081148,9470,0.010395763193319911
9480,0.0,9480,8330.506790081148,9480,0.010395763193319911
9490,0.0,9490,8330.506790081148,9490,0.010395763193319911
9500,0.0,9500,8330.506790081148,9500,0.010395763193319911
9510,0.0,9510,8330.506790081148,9510,0.010395763193319911
9520,0.0,9520,8330.506790081148,9520,0.010395763193319911
9530,0.0,9530,8330.506790081148,9530,0.010395763193319911
9540,0.0,9540,8330.506790081148,9540,0.010395763193319911
9550,0.0,9550,8330.506790081148,9550,0.010395763193319911
9560,0.0,9560,8330.506790081148,9560,0.010395763193319911
9570,0.0,9570,8330.506790081148,9570,0.010395763193319911
9580,0.0,9580,8330.506790081148,9580,0.010395763193319911
9590,0.0,9590,8330.506790081148,9590,0.010395763193319911
9600,0.0,9600,8330.506790081148,9600,0.010395763193319911
9610,0.0,9610,8330.506790081148,9610,0.010395763193319911
9620,0.0,9620,8330.506790081148,9620,0.010395763193319911
9630,0.0,9630,8330.506790081148,9630,0.010395763193319911
9640,0.0,9640,8330.506790081148,9640,0.010395763193319911
9650,0.0,9650,8330.506790081148,9650,0.010395763193319911
9660,0.0,9660,8330.506790081148,9660,0.010395763193319911
9670,0.0,9670,8330.506790081148,9670,0.010395763193319911
9680,0.0,9680,8330.506790081148,9680,0.010395763193319911
9690,0.0,9690,8330.506790081148,9690,0.010395763193319911
9700,0.0,9700,8330.506790081148,9700,0.010395763193319911
9710,0.0,9710,8330.506790081148,9710,0.010395763193319911
9720,0.0,9720,8330.506790081148,9720,0.010395763193319911
9730,0.0,9730,8330.506790081148,9730,0.010395763193319911
9740,0.0,9740,8330.506790081148,9740,0.010395763193319911
